epoch,loss,accuracy
1,1.6917339893976848,89.74791666666667
2,1.5717260173161824,91.04583333333333
3,1.5539444195429484,91.66875
4,1.5435109408696492,91.83333333333333
5,1.5354541743596395,92.51666666666667
6,1.5291570733388264,92.58541666666666
7,1.5229833555221557,93.30416666666666
8,1.5179128615061441,93.37083333333334
9,1.5149719518025717,93.21041666666666
10,1.5099921083450318,93.84791666666666
