epoch,loss,accuracy
1,1.6619291480382283,94.5125
2,1.51129700311025,95.94583333333334
3,1.5016210905710856,96.5375
4,1.497157164785597,96.74583333333334
5,1.4926658493677776,96.9125
6,1.489976094563802,96.5125
7,1.4875740955140855,97.27916666666667
8,1.4850438108444215,97.17083333333333
9,1.4841468360688952,97.6375
10,1.4834554097917345,97.475
